190.000000,1.000000,0.999001,195.994006,0.000999
195.994006,0.010999,0.916660,195.082841,0.000917
195.082841,0.010917,0.916084,194.090868,0.000916
194.090868,0.010916,0.916080,193.091546,0.000916
193.091546,0.010916,0.916080,192.091603,0.000916
192.091603,0.010916,0.916080,191.091608,0.000916
191.091608,0.010916,0.916080,190.091608,0.000916
190.091608,0.010916,0.916080,189.091608,0.000916
189.091608,0.010916,0.916080,188.091608,0.000916
188.091608,0.010916,0.916080,172.434331,0.000916
172.434331,0.010916,0.916080,173.868609,0.000916
173.868609,0.010916,0.916080,175.821133,0.000916
175.821133,0.010916,0.916080,379.354701,0.000916
379.354701,0.010916,0.916080,327.729299,0.000916
327.729299,0.010916,0.916080,272.096416,0.000916
272.096416,0.010916,0.916080,229.868421,0.000916
229.868421,0.010916,0.916080,198.842245,0.000916
198.842245,0.010916,0.916080,176.084767,0.000916
176.084767,0.010916,0.916080,158.601598,0.000916
158.601598,0.010916,0.916080,145.225369,0.000916
145.225369,0.010916,0.916080,135.858115,0.000916
135.858115,0.010916,0.916080,128.659455,0.000916
128.659455,0.010916,0.916080,122.558863,0.000916
122.558863,0.010916,0.916080,118.382581,0.000916
118.382581,0.010916,0.916080,114.367787,0.000916
114.367787,0.010916,0.916080,111.282625,0.000916
111.282625,0.010916,0.916080,109.191558,0.000916
109.191558,0.010916,0.916080,107.183916,0.000916
107.183916,0.010916,0.916080,105.183275,0.000916
105.183275,0.010916,0.916080,104.099301,0.000916
104.099301,0.010916,0.916080,103.092254,0.000916
103.092254,0.010916,0.916080,106.672061,0.000916
106.672061,0.010916,0.916080,108.804639,0.000916
108.804639,0.010916,0.916080,121.808722,0.000916
121.808722,0.010916,0.916080,123.816107,0.000916
123.816107,0.010916,0.916080,132.229286,0.000916
132.229286,0.010916,0.916080,138.431800,0.000916
138.431800,0.010916,0.916080,142.616636,0.000916
142.616636,0.010916,0.916080,145.716067,0.000916
145.716067,0.010916,0.916080,144.144013,0.000916
144.144013,0.010916,0.916080,134.851288,0.000916
134.851288,0.010916,0.916080,127.658882,0.000916
127.658882,0.010916,0.916080,122.474895,0.000916
122.474895,0.010916,0.916080,129.368492,0.000916
129.368492,0.010916,0.916080,124.450525,0.000916
124.450525,0.010916,0.916080,122.205649,0.000916
122.205649,0.010916,0.916080,121.101178,0.000916
121.101178,0.010916,0.916080,120.092411,0.000916
120.092411,0.010916,0.916080,118.175596,0.000916
118.175596,0.010916,0.916080,117.098656,0.000916
117.098656,0.010916,0.916080,116.092199,0.000916
116.092199,0.010916,0.916080,114.175578,0.000916
114.175578,0.010916,0.916080,113.098655,0.000916
113.098655,0.010916,0.916080,111.176120,0.000916
111.176120,0.010916,0.916080,109.182620,0.000916
109.182620,0.010916,0.916080,103.518847,0.000916
103.518847,0.010916,0.916080,98.463143,0.000916
98.463143,0.010916,0.916080,93.458468,0.000916
93.458468,0.010916,0.916080,93.954555,0.000916
93.954555,0.010916,0.916080,90.331867,0.000916
90.331867,0.010916,0.916080,87.279611,0.000916
87.279611,0.010916,0.916080,74.198348,0.000916
74.198348,0.010916,0.916080,71.268406,0.000916
71.268406,0.010916,0.916080,69.190365,0.000916
69.190365,0.010916,0.916080,67.183816,0.000916
67.183816,0.010916,0.916080,65.183266,0.000916
65.183266,0.010916,0.916080,63.183220,0.000916
63.183220,0.010916,0.916080,61.183216,0.000916
61.183216,0.010916,0.916080,59.183216,0.000916
59.183216,0.010916,0.916080,57.183216,0.000916
57.183216,0.010916,0.916080,55.183216,0.000916
55.183216,0.010916,0.916080,53.183216,0.000916
53.183216,0.010916,0.916080,51.183216,0.000916
51.183216,0.010916,0.916080,49.183216,0.000916
49.183216,0.010916,0.916080,47.183216,0.000916
47.183216,0.010916,0.916080,45.183216,0.000916
45.183216,0.010916,0.916080,43.183216,0.000916
43.183216,0.010916,0.916080,41.183216,0.000916
41.183216,0.010916,0.916080,39.183216,0.000916
39.183216,0.010916,0.916080,37.183216,0.000916
37.183216,0.010916,0.916080,35.183216,0.000916
35.183216,0.010916,0.916080,33.183216,0.000916
33.183216,0.010916,0.916080,31.183216,0.000916
31.183216,0.010916,0.916080,29.183216,0.000916
29.183216,0.010916,0.916080,27.183216,0.000916
27.183216,0.010916,0.916080,25.183216,0.000916
25.183216,0.010916,0.916080,23.183216,0.000916
23.183216,0.010916,0.916080,21.183216,0.000916
21.183216,0.010916,0.916080,19.183216,0.000916
19.183216,0.010916,0.916080,17.183216,0.000916
17.183216,0.010916,0.916080,15.183216,0.000916
15.183216,0.010916,0.916080,13.183216,0.000916
13.183216,0.010916,0.916080,11.183216,0.000916
11.183216,0.010916,0.916080,10.099296,0.000916
10.099296,0.010916,0.916080,9.092253,0.000916
9.092253,0.010916,0.916080,7.175582,0.000916
7.175582,0.010916,0.916080,6.098655,0.000916
6.098655,0.010916,0.916080,5.092199,0.000916
5.092199,0.010916,0.916080,4.091658,0.000916
4.091658,0.010916,0.916080,3.091612,0.000916
